사자, 87, 166
다파, 80, 179
카라, 51, 197
하자, 76, 167
아다, 96, 156
파파, 46, 178
마다, 97, 159
아차, 90, 148
자타, 76, 142
파타, 86, 177
카바, 87, 156
자타, 74, 178
타하, 89, 155
나가, 68, 161
마나, 93, 169
다파, 61, 196
나차, 48, 192
타파, 88, 175
아바, 54, 198
다아, 92, 195
아라, 77, 156
라타, 60, 190
라자, 73, 170
마파, 43, 155
마라, 68, 182
카라, 77, 149
차마, 70, 147
바나, 45, 169
파가, 40, 177
자카, 55, 176
가마, 80, 172
다차, 49, 148
라타, 78, 183
사라, 66, 191
마가, 71, 176
가다, 42, 140
하라, 93, 150
가파, 78, 168
타파, 86, 193
카하, 61, 152
아하, 50, 194
하가, 94, 147
자차, 42, 160
바가, 98, 159
자나, 41, 191
나아, 69, 189
차파, 71, 147
바바, 53, 170
타파, 74, 181
자나, 55, 182
아자, 67, 195
마가, 70, 169
아사, 99, 194
자라, 83, 159
마가, 48, 154
나나, 69, 197
가바, 43, 193
가타, 74, 142
라다, 69, 187
아가, 99, 152
다나, 65, 145
사타, 45, 184
카다, 43, 147
타사, 53, 149
차사, 61, 168
아바, 64, 149
자아, 93, 154
아하, 86, 164
라다, 43, 155
사가, 99, 196
아차, 43, 181
하자, 42, 178
다아, 75, 197
가마, 92, 164
마다, 40, 186
다아, 77, 152
자하, 98, 143
아하, 52, 191
아타, 71, 174
사바, 85, 146
가바, 42, 156
라사, 60, 167
하아, 85, 160
바다, 80, 180
자사, 75, 166
아사, 72, 184
자마, 93, 145
하차, 86, 189
마하, 70, 165
파아, 89, 185
사라, 71, 177
파차, 44, 180
아바, 65, 143
나가, 67, 161
사파, 54, 144
타파, 71, 190
사바, 91, 162
하다, 76, 163
차마, 92, 157
아파, 82, 180
차마, 62, 155
아카, 93, 161
자마, 53, 188
파타, 67, 165
라차, 62, 196
라바, 87, 182
카차, 51, 161
아마, 46, 144
타마, 84, 151
사파, 63, 165
마바, 98, 172
다나, 98, 179
마타, 84, 180
타하, 62, 140
타마, 96, 191
파마, 69, 162
사아, 54, 150
나다, 94, 169
파아, 90, 144
파아, 64, 176
하카, 46, 143
가타, 93, 165
라차, 89, 150
가바, 58, 185
아다, 75, 174
카나, 85, 170
자사, 65, 191
라바, 55, 169
가파, 56, 160
타자, 63, 165
자파, 66, 176
라아, 60, 154
하자, 91, 151
라하, 72, 196
사타, 95, 164
타아, 50, 163
아마, 40, 148
마하, 82, 163
아마, 52, 193
자다, 43, 170
카타, 57, 168
카아, 79, 168
라사, 88, 181
라타, 79, 190
파차, 61, 179
카사, 54, 182
가아, 86, 143
자차, 63, 167
라하, 90, 195
마사, 47, 160
파자, 56, 181
가바, 72, 151
카라, 73, 178
카다, 94, 195
라차, 82, 156
파가, 90, 189
파바, 80, 196
나라, 43, 199
다하, 83, 151
가사, 46, 198
자하, 51, 195
나파, 58, 170
라사, 51, 142
차나, 81, 144
차아, 63, 194
다아, 63, 160
타라, 62, 151
차아, 85, 169
마바, 93, 165
카나, 54, 152
라사, 66, 141
하타, 79, 156
타라, 75, 182
바가, 69, 189
나사, 81, 179
카카, 56, 196
가사, 60, 168
아바, 67, 161
나라, 90, 148
차자, 85, 152
다카, 49, 168
라나, 89, 175
차나, 61, 177
가바, 51, 168
자자, 89, 162
다파, 74, 151
카라, 72, 154
차파, 53, 160
마라, 58, 188
차나, 86, 179
마가, 45, 167
라자, 60, 180
카아, 53, 173
바라, 98, 153
나자, 61, 195
카사, 69, 158
마카, 69, 153
나차, 49, 155
다하, 40, 158
다마, 75, 183
타나, 58, 171
하아, 70, 186
자아, 61, 144
나바, 74, 197
마자, 87, 142
카마, 86, 149
하카, 74, 176
차마, 90, 178
가자, 43, 198
파라, 66, 145
차라, 49, 185
자하, 99, 161
타자, 85, 168
라파, 75, 184
차다, 62, 183
라파, 48, 154
다차, 91, 188
바가, 43, 148
마카, 53, 142
파나, 49, 141
자자, 61, 154
나마, 54, 175
차라, 94, 146
카가, 55, 143
차바, 94, 175
나하, 52, 186
라파, 64, 195
나가, 68, 162
타나, 80, 143
바사, 45, 172
사카, 42, 155
하라, 52, 152
파차, 74, 161
다라, 95, 193
파아, 87, 174
나가, 76, 199
파자, 57, 156
바타, 47, 189
타가, 40, 165
나하, 94, 198
파아, 80, 159
하라, 91, 158
바바, 47, 188
하하, 66, 165
사파, 89, 189
사파, 80, 146
마사, 91, 190
바타, 93, 164
파카, 90, 176
하마, 46, 189
가다, 76, 195
마차, 74, 174
나차, 82, 175
파카, 45, 148
다사, 79, 190
다사, 71, 163
바자, 76, 171
사파, 76, 189
라바, 54, 197
타하, 43, 151
사마, 50, 147
가아, 82, 165
사가, 68, 168
마라, 94, 198
차사, 41, 153
다라, 94, 184
라라, 92, 148
바마, 87, 162
아파, 63, 198
하자, 47, 170
사차, 68, 185
바타, 77, 141
바마, 66, 175
파나, 98, 184
아차, 94, 197
나마, 99, 184
파자, 54, 146
라하, 80, 155
아바, 78, 188
하자, 55, 152
자나, 71, 194
사하, 75, 168
타가, 99, 173
가바, 43, 194
바자, 49, 160
마다, 98, 154
가사, 57, 140
하다, 83, 194
카파, 58, 145
가하, 70, 160
마하, 75, 147
바바, 98, 195
자파, 43, 182
타마, 49, 155
자라, 85, 167
차나, 51, 166
차자, 93, 141
파파, 65, 176
바파, 51, 162
나차, 98, 155
바타, 47, 182
파나, 74, 146
나파, 40, 141
다가, 74, 177
다나, 88, 144
라타, 75, 161
사마, 70, 155
타카, 96, 148
사바, 73, 199
차파, 51, 190
라아, 96, 169
가라, 42, 180
카차, 65, 163
차바, 82, 190
자차, 99, 195
라마, 43, 147
사타, 93, 151
하파, 90, 158
카카, 71, 144
가차, 64, 197
사나, 71, 186
사바, 55, 167
바차, 47, 168
아마, 96, 145
파하, 83, 147
라가, 78, 140
자자, 69, 175
마가, 45, 172
타바, 93, 178
아타, 69, 157
라바, 66, 178
아가, 88, 189
바라, 51, 196
가카, 51, 163
마아, 96, 189
차바, 66, 170
마자, 85, 148
타사, 95, 156
차하, 47, 179
아가, 65, 182
타카, 73, 171
마다, 88, 191
라카, 99, 146
다자, 50, 184
나아, 86, 179
하하, 52, 167
차하, 99, 179
하타, 52, 171
자자, 40, 175
다카, 59, 196
나파, 86, 196
마하, 86, 172
다아, 90, 186
차나, 74, 145
자가, 65, 150
파가, 56, 142
마가, 42, 142
가가, 54, 186
차파, 49, 149
나타, 94, 149
가사, 46, 168
차마, 67, 176
하가, 40, 142
아나, 98, 195
파나, 60, 195
카라, 85, 141
카하, 72, 187
자파, 44, 188
가바, 95, 175
아아, 51, 176
자사, 49, 153
아자, 95, 199
자아, 44, 154
다아, 45, 155
다차, 79, 175
아아, 57, 165
타사, 53, 173
다사, 74, 140
차차, 40, 167
파마, 78, 141
자가, 80, 173
차다, 91, 143
차라, 78, 146
나파, 62, 174
자아, 92, 195
라다, 80, 182
차카, 87, 158
자아, 44, 152
파사, 76, 198
타가, 41, 163
라바, 85, 161
사파, 78, 141
나다, 47, 150
카나, 62, 174
타파, 86, 195
하카, 99, 181
차바, 60, 152
다타, 47, 156
하카, 56, 175
파가, 91, 149
하라, 44, 178
자가, 59, 198
아사, 50, 181
파라, 60, 173
가라, 75, 150
차바, 97, 146
자마, 61, 179
바하, 53, 155
타사, 42, 191
타나, 52, 148
가차, 43, 179
마라, 71, 150
바다, 53, 148
바차, 81, 143
다가, 48, 194
차바, 64, 198
아카, 98, 185
사자, 45, 150
사사, 49, 185
파다, 82, 196
나카, 53, 187
차타, 78, 193
마타, 88, 182
사아, 69, 186
아다, 76, 186
바하, 54, 195
타자, 44, 156
바파, 47, 193
카타, 94, 169
아자, 78, 182
마다, 82, 192
바라, 45, 162
파사, 72, 146
하카, 94, 158
라차, 41, 177
아아, 99, 151
가자, 61, 151
사바, 77, 149
바라, 94, 163
타사, 93, 152
카사, 42, 140
다다, 85, 149
나차, 50, 140
카파, 96, 155
하라, 49, 163
아파, 69, 172
바파, 59, 151
가아, 66, 161
바다, 73, 178
가아, 86, 152
가가, 99, 150
바나, 56, 175
파하, 47, 192
타카, 59, 159
나카, 61, 180
타라, 72, 177
마다, 60, 198
라사, 76, 162
타라, 91, 141
나사, 58, 170
타하, 84, 191
나라, 43, 145
가파, 82, 157
파바, 69, 158
파나, 50, 175
가하, 45, 145
자마, 76, 193
사나, 61, 186
가카, 40, 174
타나, 50, 194
가바, 91, 147
사파, 62, 154
파아, 74, 194
아카, 60, 164
아아, 42, 196
사타, 56, 194
사차, 65, 147
바다, 91, 160
자라, 80, 190
파자, 47, 165
아라, 56, 148
하가, 66, 147
라사, 78, 180
가파, 89, 179
자라, 66, 181
다가, 40, 186
사차, 62, 199
사자, 88, 191
나나, 58, 186
사다, 88, 190
라차, 94, 177
하사, 89, 170
타하, 96, 144
사나, 58, 150
사라, 93, 189
사라, 41, 171
아타, 97, 167
라사, 65, 140
가카, 55, 180
다파, 40, 154
파타, 49, 176
타바, 81, 147
마마, 60, 148
파아, 58, 185
자카, 47, 172
라파, 72, 149
마다, 95, 141
자바, 86, 171
바다, 83, 157
카라, 76, 168
라자, 97, 162
가다, 41, 197
자다, 65, 173
나바, 42, 180
카가, 79, 188
하사, 87, 149
가바, 59, 167
자자, 44, 184
나파, 53, 142
다차, 96, 152
사나, 96, 140
가라, 81, 164
나자, 67, 192
하타, 40, 193
가가, 89, 145
사차, 55, 155
차타, 78, 183
하파, 67, 170
차사, 63, 148
나사, 41, 195
가사, 88, 186
다마, 64, 176
차사, 85, 156
하가, 45, 163
바자, 47, 166
아마, 56, 148
라사, 83, 189
라차, 92, 155
자타, 93, 160
카나, 60, 172
타타, 84, 162
나라, 48, 145
라아, 59, 158
자자, 60, 189
나마, 41, 181
차자, 81, 140
아아, 75, 172
아자, 96, 156
파사, 74, 145
가자, 59, 181
다자, 95, 166
자가, 74, 179
파차, 89, 190
자타, 61, 175
라차, 60, 154
가마, 59, 174
타다, 88, 158
파아, 89, 190
나타, 91, 177
자라, 99, 196
파마, 70, 159
하마, 59, 144
마다, 90, 178
자차, 73, 159
바가, 47, 160
타자, 50, 151
마파, 49, 180
자하, 82, 141
가차, 87, 184
사카, 86, 167
카다, 79, 154
하마, 93, 141
마사, 85, 158
바차, 55, 166
나나, 99, 168
나라, 58, 195
마바, 75, 189
파아, 68, 143
다마, 64, 146
나가, 91, 167
하하, 85, 174
바라, 42, 151
하하, 64, 186
다타, 81, 167
바바, 46, 192
라바, 86, 149
타나, 93, 192
나사, 47, 178
사바, 89, 163
카라, 97, 165
바마, 81, 145
라타, 46, 189
아차, 57, 171
나파, 77, 168
가바, 95, 185
나차, 91, 174
라바, 99, 168
카차, 84, 162
타라, 46, 197
나마, 75, 195
카사, 41, 171
가타, 40, 175
나나, 48, 169
나다, 74, 145
자나, 96, 194
나다, 42, 165
카가, 75, 156
자타, 80, 149
카자, 74, 161
자마, 97, 166
나자, 51, 140
다나, 64, 162
바다, 88, 146
카아, 69, 179
바아, 99, 142
하나, 58, 199
아마, 92, 164
다파, 80, 149
바카, 91, 157
하라, 66, 152
아다, 68, 176
하하, 93, 188
하마, 83, 168
카라, 61, 194
사가, 54, 154
자카, 66, 140
파다, 69, 161
바사, 59, 186
파차, 78, 193
파가, 66, 150
타하, 83, 150
사라, 60, 189
사파, 46, 140
가마, 83, 159
가나, 75, 169
아하, 65, 197
카가, 75, 163
가파, 94, 151
바카, 51, 186
카파, 66, 142
아나, 87, 170
사타, 56, 195
아타, 42, 154
파사, 54, 165
파파, 44, 184
사가, 76, 167
카바, 80, 181
바타, 42, 192
파라, 88, 168
라자, 54, 157
바마, 49, 151
라마, 75, 162
가타, 77, 152
다나, 43, 184
사라, 43, 147
차나, 59, 161
바가, 83, 188
차카, 69, 164
